"timestamp (abs)","sample rate (Hz)","Channel-4","Channel-3","Channel-2","Channel-1","Channel-0"
944,500,0,0,0,1,1
947,500,0,0,0,1,0
949,500,0,0,0,1,1
950,500,0,0,0,0,1
952,500,0,0,0,1,1
958,500,0,0,0,1,0
959,500,0,0,0,1,1
966,500,0,0,0,0,1
967,500,0,0,0,1,1
973,500,0,0,0,0,1
974,500,0,0,0,1,1
978,500,0,0,0,1,0
979,500,0,0,0,1,1
982,500,0,0,0,0,1
983,500,0,0,0,1,1
991,500,0,0,0,0,1
992,500,0,0,0,1,1
1004,500,0,0,0,0,1
1005,500,0,0,0,1,1
1008,500,0,0,0,1,0
1009,500,0,0,0,1,1
1013,500,0,0,0,0,1
1015,500,0,0,0,1,1
1018,500,0,0,0,1,0
1019,500,0,0,0,1,1
1021,500,0,0,0,0,1
1023,500,0,0,0,1,1
1028,500,0,0,0,1,0
1029,500,0,0,0,0,1
1030,500,0,0,0,1,1
1038,500,0,0,0,1,0
1039,500,0,0,0,1,1
1045,500,0,0,0,0,1
1046,500,0,0,0,1,1
1048,500,0,0,0,1,0
1049,500,0,0,0,1,1
1052,500,0,0,0,0,1
1053,500,0,0,0,1,1
1058,500,0,0,0,1,0
1059,500,0,0,0,1,1
1061,500,0,0,0,0,1
1062,500,0,0,0,1,1
1068,500,0,0,0,1,0
1069,500,0,0,0,1,1
1083,500,0,0,0,0,1
1084,500,0,0,0,1,1
1088,500,0,0,0,1,0
1089,500,0,0,0,1,1
1092,500,0,0,0,0,1
1093,500,0,0,0,1,1
1098,500,0,0,0,1,0
1100,500,0,0,0,1,1
1101,500,0,0,0,0,1
1102,500,0,0,0,1,1
1109,500,0,0,0,1,0
1110,500,0,0,0,1,1
1115,500,0,0,0,0,1
1116,500,0,0,0,1,1
1118,500,0,0,0,1,0
1120,500,0,0,0,1,1
1124,500,0,0,0,0,1
1125,500,0,0,0,1,1
1129,500,0,0,0,1,0
1130,500,0,0,0,1,1
1131,500,0,0,0,0,1
1132,500,0,0,0,1,1
1138,500,0,0,0,1,0
1140,500,0,0,0,1,1
1147,500,0,0,0,0,1
1148,500,0,0,0,1,1
1149,500,0,0,0,1,0
1150,500,0,0,0,1,1
1159,500,0,0,0,1,0
1160,500,0,0,0,1,1
1162,500,0,0,0,0,1
